id,Name,trN,trN,Entity ID,Number of positions,Track length,Start time,End time,Duration (second),Duration (minutes),Duration (hours),Hour (start),Hour (end)
137884,137884,4201,12988,263565,37,7.643542315282593,04/04/2007 05:52:38,04/04/2007 06:22:06,1768,29.466667,0.49111113,5,6
137933,137933,4202,12992,263617,6,4.837596392984807,04/04/2007 07:33:26,04/04/2007 07:51:36,1090,18.166666,0.30277777,7,7
137970,137970,4203,12994,263808,39,9.198585877400735,04/04/2007 07:32:49,04/04/2007 08:00:59,1690,28.166666,0.46944442,7,8
138010,138010,4204,12998,263959,56,12.494026584545175,04/04/2007 08:06:49,04/04/2007 08:41:48,2099,34.983334,0.58305556,8,8
138139,138139,4205,13004,264141,8,10.780246375634121,04/04/2007 05:08:07,04/04/2007 05:50:55,2568,42.8,0.7133333,5,5
138188,138188,4206,13009,264199,3,3.6724050677490556,04/04/2007 06:35:02,04/04/2007 06:43:31,509,8.483334,0.1413889,6,6
138247,138247,4207,13014,264332,7,4.5548532750745645,04/04/2007 10:06:11,04/04/2007 10:28:19,1328,22.133333,0.36888888,10,10
138262,138262,4208,13017,264333,60,33.42417538785811,04/04/2007 09:11:44,04/04/2007 09:43:50,1926,32.1,0.53499997,9,9
138273,138273,4209,13018,264343,11,5.333338020868679,04/04/2007 08:45:25,04/04/2007 08:58:33,788,13.133333,0.2188889,8,8
138274,138274,4210,13019,264343,37,9.289647605149703,04/04/2007 09:37:29,04/04/2007 10:28:24,3055,50.916668,0.8486111,9,10
138327,138327,4211,13025,264384,6,3.7591315223669772,04/04/2007 07:01:33,04/04/2007 07:25:59,1466,24.433332,0.4072222,7,7
138411,138411,4212,13029,264483,7,6.122394480064273,04/04/2007 08:10:52,04/04/2007 08:31:33,1241,20.683332,0.3447222,8,8
138436,138436,4213,13031,264540,14,3.564475690206355,04/04/2007 08:05:39,04/04/2007 08:52:59,2840,47.333332,0.7888889,8,8
138496,138496,4214,13038,264600,3,3.677299469250367,04/04/2007 05:24:20,04/04/2007 05:30:01,341,5.6833334,0.094722226,5,5
138523,138523,4215,13040,264621,6,5.038841102718552,04/04/2007 08:26:59,04/04/2007 08:34:30,451,7.516667,0.12527779,8,8
138536,138536,4216,13043,264636,35,18.570539793059922,04/04/2007 05:42:07,04/04/2007 07:12:12,5405,90.083336,1.5013889,5,7
138539,138539,4217,13044,264666,115,39.453699428442086,04/04/2007 07:32:07,04/04/2007 08:34:30,3743,62.383335,1.0397222,7,8
138548,138548,4218,13046,264667,5,7.729417698397993,04/04/2007 06:32:03,04/04/2007 06:48:14,971,16.183332,0.2697222,6,6
138618,138618,4219,13052,264796,5,3.0688488698885257,04/04/2007 10:05:25,04/04/2007 10:20:55,930,15.5,0.25833333,10,10
138626,138626,4220,13053,264819,61,24.782532869005824,04/04/2007 09:24:46,04/04/2007 10:14:29,2983,49.716667,0.82861114,9,10
138637,138637,4221,13054,264858,5,6.576455316472591,04/04/2007 07:03:06,04/04/2007 07:21:27,1101,18.35,0.30583334,7,7
138667,138667,4222,13058,264903,65,15.233475614630333,04/04/2007 06:10:53,04/04/2007 07:36:25,5132,85.53333,1.4255556,6,7
138695,138695,4223,13062,264928,18,3.71239331363981,04/04/2007 10:04:42,04/04/2007 10:19:19,877,14.616667,0.24361111,10,10
138726,138726,4224,13063,264942,36,13.495245925974682,04/04/2007 05:15:24,04/04/2007 06:05:03,2979,49.65,0.82750005,5,6
138747,138747,4225,13065,264955,6,4.8407726131641295,04/04/2007 08:45:34,04/04/2007 09:05:40,1206,20.1,0.335,8,9
138748,138748,4226,13066,264955,7,6.5126494558830625,04/04/2007 09:53:00,04/04/2007 10:11:16,1096,18.266666,0.30444443,9,10
138758,138758,4227,13068,265013,7,3.84401748999365,04/04/2007 10:02:23,04/04/2007 10:55:05,3162,52.7,0.87833333,10,10
138832,138832,4228,13072,265062,5,5.212447959172505,04/04/2007 05:44:03,04/04/2007 06:12:43,1720,28.666666,0.47777778,5,6
138833,138833,4229,13073,265062,18,10.824756155937964,04/04/2007 08:25:28,04/04/2007 10:11:45,6377,106.28333,1.7713889,8,10
138874,138874,4230,13076,265092,21,6.269829600624245,04/04/2007 08:41:01,04/04/2007 09:20:46,2385,39.75,0.6625,8,9
138960,138960,4231,13084,265154,6,8.300452532288492,04/04/2007 05:30:12,04/04/2007 05:58:33,1701,28.35,0.4725,5,5
138970,138970,4232,13086,265158,35,16.058461006165864,04/04/2007 09:40:14,04/04/2007 10:03:35,1401,23.35,0.38916668,9,10
138987,138987,4233,13088,265267,51,32.56345953136192,04/04/2007 07:41:06,04/04/2007 08:50:48,4182,69.7,1.1616666,7,8
138997,138997,4234,13089,265290,7,7.404524976852471,04/04/2007 08:47:56,04/04/2007 09:23:49,2153,35.883335,0.5980556,8,9
139043,139043,4235,13094,265304,23,21.10711639402991,04/04/2007 08:52:12,04/04/2007 09:05:45,813,13.55,0.22583334,8,9
139055,139055,4236,13096,265309,10,3.6720393189330274,04/04/2007 07:04:30,04/04/2007 07:09:34,304,5.0666666,0.08444444,7,7
139122,139122,4237,13102,265531,101,22.77006162525676,04/04/2007 09:29:48,04/04/2007 10:55:13,5125,85.416664,1.423611,9,10
139135,139135,4238,13103,265648,4,5.326668026527505,04/04/2007 05:56:04,04/04/2007 06:15:04,1140,19.0,0.31666666,5,6
139169,139169,4239,13105,265657,9,8.508705542736934,04/04/2007 09:25:53,04/04/2007 09:47:19,1286,21.433332,0.3572222,9,9
139179,139179,4240,13107,265666,4,4.8985948581614585,04/04/2007 07:31:56,04/04/2007 07:48:53,1017,16.95,0.2825,7,7
139180,139180,4241,13108,265666,5,5.613814432839322,04/04/2007 10:04:04,04/04/2007 10:19:17,913,15.216666,0.25361112,10,10
139231,139231,4242,13112,265716,9,5.570783090933003,04/04/2007 08:28:47,04/04/2007 09:21:30,3163,52.716667,0.87861115,8,9
139255,139255,4243,13116,265775,33,6.5915906213308375,04/04/2007 06:23:12,04/04/2007 06:49:20,1568,26.133333,0.43555555,6,6
139383,139383,4244,13125,265886,10,6.379210313489015,04/04/2007 07:41:18,04/04/2007 08:47:47,3989,66.48333,1.1080555,7,8
139412,139412,4245,13129,265890,5,7.583775007585217,04/04/2007 06:30:16,04/04/2007 06:53:19,1383,23.05,0.38416666,6,6
139423,139423,4246,13131,265922,8,9.15072141980007,04/04/2007 06:21:12,04/04/2007 06:34:47,815,13.583333,0.22638889,6,6
139436,139436,4247,13133,265925,18,12.847116198020307,04/04/2007 05:21:06,04/04/2007 05:56:32,2126,35.433334,0.59055555,5,5
139515,139515,4248,13137,266001,7,6.249696437375487,04/04/2007 05:41:02,04/04/2007 06:34:19,3197,53.283333,0.88805556,5,6
139516,139516,4249,13138,266001,6,3.5147553587972347,04/04/2007 09:04:21,04/04/2007 09:26:52,1351,22.516666,0.3752778,9,9
139517,139517,4250,13139,266001,4,4.800255980606139,04/04/2007 10:12:57,04/04/2007 10:26:11,794,13.233334,0.22055556,10,10
139555,139555,4251,13142,266027,5,4.871870107733096,04/04/2007 05:18:07,04/04/2007 05:31:25,798,13.3,0.22166666,5,5
139586,139586,4252,13145,266042,10,20.641293378530108,04/04/2007 09:46:04,04/04/2007 10:18:19,1935,32.25,0.5375,9,10
139597,139597,4253,13148,266083,47,23.19955803539456,04/04/2007 07:53:23,04/04/2007 08:18:49,1526,25.433332,0.42388886,7,8
139653,139653,4254,13150,266285,26,10.826902588036331,04/04/2007 07:34:01,04/04/2007 07:58:30,1469,24.483334,0.40805557,7,7
139664,139664,4255,13152,266353,60,8.376340037022489,04/04/2007 07:10:52,04/04/2007 07:47:43,2211,36.85,0.6141666,7,7
139735,139735,4256,13155,266665,17,15.608204581224221,04/04/2007 07:20:50,04/04/2007 09:06:53,6363,106.05,1.7675,7,9
139747,139747,4257,13159,266723,2,3.08408225348862,04/04/2007 05:34:32,04/04/2007 05:42:13,461,7.6833334,0.12805556,5,5
139793,139793,4258,13165,267150,54,13.181612383284813,04/04/2007 08:06:52,04/04/2007 08:38:53,1921,32.016666,0.5336111,8,8
139794,139794,4259,13166,267150,7,5.025840179440851,04/04/2007 09:59:32,04/04/2007 10:10:37,665,11.083333,0.18472221,9,10
139820,139820,4260,13168,267332,34,10.812940794617527,04/04/2007 10:28:24,04/04/2007 10:46:39,1095,18.25,0.30416667,10,10
139838,139838,4261,13171,267344,89,35.5715444565189,04/04/2007 06:43:25,04/04/2007 07:45:07,3702,61.7,1.0283333,6,7
139860,139860,4262,13173,267460,8,7.858130566454768,04/04/2007 05:51:31,04/04/2007 06:34:43,2592,43.2,0.72,5,6
139896,139896,4263,13174,267582,13,16.473375664431583,04/04/2007 06:36:52,04/04/2007 07:26:48,2996,49.933334,0.8322222,6,7
139979,139979,4264,13176,267626,8,11.971308338247804,04/04/2007 06:05:42,04/04/2007 07:05:15,3573,59.55,0.9925,6,7
139980,139980,4265,13177,267626,6,6.8875329648889965,04/04/2007 07:55:54,04/04/2007 08:20:07,1453,24.216667,0.40361112,7,8
139981,139981,4266,13178,267626,7,5.140106069431991,04/04/2007 08:55:56,04/04/2007 09:18:15,1339,22.316668,0.37194446,8,9
139997,139997,4267,13181,267643,83,24.356338201546787,04/04/2007 05:34:11,04/04/2007 06:31:37,3446,57.433334,0.9572222,5,6
140017,140017,4268,13183,267698,4,3.5695794264340535,04/04/2007 06:21:18,04/04/2007 06:36:16,898,14.966666,0.24944444,6,6
140064,140064,4269,13188,267741,39,8.56942793775358,04/04/2007 05:22:14,04/04/2007 06:21:03,3529,58.816666,0.9802778,5,6
140086,140086,4270,13190,267747,9,6.393788975223877,04/04/2007 10:14:38,04/04/2007 10:33:02,1104,18.4,0.30666667,10,10
140114,140114,4271,13192,267762,15,11.961061488275536,04/04/2007 05:02:45,04/04/2007 05:42:38,2393,39.883335,0.66472226,5,5
140150,140150,4272,13193,267813,9,7.151231968950972,04/04/2007 08:37:14,04/04/2007 09:22:46,2732,45.533333,0.7588889,8,9
140151,140151,4273,13194,267813,8,9.113610322394408,04/04/2007 09:56:17,04/04/2007 10:49:15,3178,52.966667,0.8827778,9,10
140173,140173,4274,13197,267814,65,27.803787241580494,04/04/2007 09:36:58,04/04/2007 10:32:52,3354,55.9,0.9316667,9,10
140192,140192,4275,13198,267889,8,6.919830585033638,04/04/2007 07:58:55,04/04/2007 08:42:37,2622,43.7,0.72833335,7,8
140208,140208,4276,13200,267892,4,3.8463961158360913,04/04/2007 05:56:10,04/04/2007 06:04:27,497,8.283334,0.13805556,5,6
140227,140227,4277,13202,267914,4,3.5812623659863836,04/04/2007 06:47:33,04/04/2007 06:58:43,670,11.166667,0.18611112,6,6
140228,140228,4278,13203,267914,8,6.328874229039061,04/04/2007 08:17:43,04/04/2007 08:46:39,1736,28.933332,0.4822222,8,8
140229,140229,4279,13204,267914,8,5.484625181850537,04/04/2007 10:10:39,04/04/2007 10:49:32,2333,38.883335,0.6480556,10,10
140267,140267,4280,13208,267938,38,8.695766586946789,04/04/2007 07:20:36,04/04/2007 08:10:28,2992,49.866665,0.8311111,7,8
140321,140321,4281,13210,267954,15,18.047728313300937,04/04/2007 06:45:54,04/04/2007 07:52:00,3966,66.1,1.1016667,6,7
140322,140322,4282,13211,267954,51,36.16323003949186,04/04/2007 09:04:43,04/04/2007 10:54:25,6582,109.7,1.8283333,9,10
140340,140340,4283,13214,267956,27,7.761866766674689,04/04/2007 06:34:01,04/04/2007 06:59:05,1504,25.066668,0.4177778,6,6
140359,140359,4284,13216,267969,35,7.284403856666223,04/04/2007 06:23:19,04/04/2007 06:41:36,1097,18.283333,0.30472222,6,6
140377,140377,4285,13218,267974,10,5.905909204645813,04/04/2007 08:14:16,04/04/2007 09:14:30,3614,60.233334,1.0038888,8,9
140378,140378,4286,13219,267974,7,5.745477096097005,04/04/2007 10:16:48,04/04/2007 10:33:46,1018,16.966667,0.2827778,10,10
140473,140473,4287,13225,268043,5,3.0180511357171658,04/04/2007 07:40:34,04/04/2007 08:31:34,3060,51.0,0.85,7,8
140474,140474,4288,13226,268043,4,3.042788199581667,04/04/2007 10:25:54,04/04/2007 10:37:10,676,11.266666,0.18777777,10,10
140502,140502,4289,13230,268077,28,8.35472144256912,04/04/2007 05:06:37,04/04/2007 05:35:32,1735,28.916666,0.48194444,5,5
140552,140552,4290,13235,268100,12,16.75312119623314,04/04/2007 06:28:28,04/04/2007 07:25:28,3420,57.0,0.95,6,7
140606,140606,4291,13238,268162,49,16.58391030793404,04/04/2007 06:38:54,04/04/2007 07:19:49,2455,40.916668,0.6819445,6,7
140607,140607,4292,13239,268162,31,18.493758561263974,04/04/2007 08:50:12,04/04/2007 09:50:42,3630,60.5,1.0083333,8,9
140619,140619,4293,13242,268179,30,9.844060690105605,04/04/2007 07:05:59,04/04/2007 07:43:01,2222,37.033333,0.6172222,7,7
140620,140620,4294,13243,268179,10,15.15389556031741,04/04/2007 10:14:30,04/04/2007 10:59:00,2670,44.5,0.7416667,10,10
140640,140640,4295,13246,268189,17,11.537936631178207,04/04/2007 09:21:27,04/04/2007 10:32:27,4260,71.0,1.1833333,9,10
140671,140671,4296,13247,268223,4,5.189633615348508,04/04/2007 07:18:12,04/04/2007 07:42:57,1485,24.75,0.4125,7,7
140761,140761,4297,13255,268338,5,3.658958131869339,04/04/2007 05:22:44,04/04/2007 05:42:54,1210,20.166666,0.3361111,5,5
140783,140783,4298,13257,268345,5,7.389212637589515,04/04/2007 05:25:45,04/04/2007 05:55:20,1775,29.583334,0.49305555,5,5
140805,140805,4299,13259,268355,5,5.495227695645063,04/04/2007 06:03:55,04/04/2007 06:26:39,1364,22.733334,0.3788889,6,6
140843,140843,4300,13266,268574,4,3.354943879039644,04/04/2007 07:50:16,04/04/2007 08:01:27,671,11.183333,0.1863889,7,8
140844,140844,4301,13267,268574,7,3.7776842654465916,04/04/2007 08:39:33,04/04/2007 08:58:30,1137,18.95,0.31583336,8,8
140854,140854,4302,13270,268585,12,10.416140673881658,04/04/2007 08:56:45,04/04/2007 09:55:26,3521,58.683334,0.9780556,8,9
140889,140889,4303,13274,268652,24,12.63337632481544,04/04/2007 07:45:57,04/04/2007 08:04:55,1138,18.966667,0.31611112,7,8
140890,140890,4304,13275,268652,16,12.522097850420481,04/04/2007 10:42:05,04/04/2007 10:54:26,741,12.35,0.20583335,10,10
140940,140940,4305,13280,268764,6,4.568299665521125,04/04/2007 06:16:42,04/04/2007 06:40:32,1430,23.833334,0.39722222,6,6
140974,140974,4306,13282,268797,12,9.669146652734778,04/04/2007 05:24:32,04/04/2007 05:53:18,1726,28.766666,0.47944444,5,5
140993,140993,4307,13284,268817,25,5.4891170607446105,04/04/2007 08:23:02,04/04/2007 09:33:51,4249,70.816666,1.1802777,8,9
140999,140999,4308,13285,268822,11,5.723813090890289,04/04/2007 07:45:41,04/04/2007 08:45:06,3565,59.416668,0.9902778,7,8
141020,141020,4309,13289,268893,32,10.682767148414882,04/04/2007 05:35:01,04/04/2007 05:55:48,1247,20.783333,0.34638888,5,5
141050,141050,4310,13293,268905,4,3.923696115321299,04/04/2007 06:28:21,04/04/2007 06:45:45,1044,17.4,0.29,6,6
141096,141096,4311,13299,269012,8,4.814575862009494,04/04/2007 05:14:23,04/04/2007 05:18:17,234,3.9,0.065000005,5,5
141112,141112,4312,13301,269057,5,6.034610516571921,04/04/2007 06:12:34,04/04/2007 06:34:27,1313,21.883333,0.36472222,6,6
141138,141138,4313,13304,269082,69,16.6224553730322,04/04/2007 06:28:10,04/04/2007 07:07:33,2363,39.383335,0.65638894,6,7
141184,141184,4314,13308,269293,8,7.9417432788361495,04/04/2007 05:56:39,04/04/2007 06:57:44,3665,61.083332,1.0180556,5,6
141223,141223,4315,13309,269324,6,4.212507724780828,04/04/2007 09:29:13,04/04/2007 09:49:40,1227,20.45,0.34083334,9,9
141253,141253,4316,13311,269328,28,7.558523808035362,04/04/2007 05:05:35,04/04/2007 05:20:36,901,15.016666,0.2502778,5,5
141319,141319,4317,13316,269347,22,4.109192066154728,04/04/2007 07:59:27,04/04/2007 08:11:03,696,11.6,0.19333334,7,8
141320,141320,4318,13317,269347,37,18.61259619661048,04/04/2007 09:53:56,04/04/2007 10:13:40,1184,19.733334,0.3288889,9,10
141356,141356,4319,13321,269386,7,8.70723065501032,04/04/2007 07:14:09,04/04/2007 07:41:38,1649,27.483334,0.45805556,7,7
141373,141373,4320,13323,269407,51,8.339753104488787,04/04/2007 05:30:01,04/04/2007 05:58:47,1726,28.766666,0.47944444,5,5
141385,141385,4321,13325,269469,4,4.802840302578574,04/04/2007 07:34:52,04/04/2007 07:46:24,692,11.533334,0.19222222,7,7
141436,141436,4322,13330,269497,13,12.019500968036313,04/04/2007 08:35:01,04/04/2007 09:50:02,4501,75.01667,1.2502779,8,9
141437,141437,4323,13331,269497,5,5.287034467827574,04/04/2007 10:39:27,04/04/2007 10:54:44,917,15.283334,0.25472224,10,10
141499,141499,4324,13337,269616,7,4.369922064348855,04/04/2007 08:28:32,04/04/2007 09:27:46,3554,59.233334,0.98722225,8,9
141561,141561,4325,13341,269697,8,8.126142076759578,04/04/2007 09:18:58,04/04/2007 09:47:23,1705,28.416666,0.4736111,9,9
141589,141589,4326,13343,269798,15,14.017930919440495,04/04/2007 06:22:13,04/04/2007 06:49:38,1645,27.416666,0.45694444,6,6
141590,141590,4327,13344,269798,28,18.59787380555203,04/04/2007 10:29:26,04/04/2007 10:44:18,892,14.866667,0.24777777,10,10
141606,141606,4328,13346,269807,7,6.371850681568495,04/04/2007 05:37:57,04/04/2007 06:10:40,1963,32.716667,0.5452778,5,6
141621,141621,4329,13348,269809,10,7.851822187162458,04/04/2007 05:30:03,04/04/2007 05:40:26,623,10.383333,0.17305556,5,5
141734,141734,4330,13353,269929,7,5.232661264969122,04/04/2007 06:39:46,04/04/2007 07:25:36,2750,45.833332,0.7638889,6,7
141735,141735,4331,13354,269929,44,20.00144509245341,04/04/2007 08:30:11,04/04/2007 10:13:19,6188,103.13333,1.7188889,8,10
141762,141762,4332,13357,270011,16,17.47686309434106,04/04/2007 06:38:36,04/04/2007 07:38:57,3621,60.35,1.0058333,6,7
141788,141788,4333,13360,270041,27,17.027151836073784,04/04/2007 05:08:35,04/04/2007 05:30:20,1305,21.75,0.3625,5,5
141858,141858,4334,13363,270104,7,3.169855204587403,04/04/2007 05:26:00,04/04/2007 05:44:40,1120,18.666666,0.3111111,5,5
141969,141969,4335,13372,270639,25,11.832571751952702,04/04/2007 06:02:58,04/04/2007 06:29:28,1590,26.5,0.44166666,6,6
141993,141993,4336,13374,270643,55,16.348762010468093,04/04/2007 06:21:15,04/04/2007 06:56:26,2111,35.183334,0.5863889,6,6
142004,142004,4337,13376,270693,3,3.1127987353904585,04/04/2007 08:02:57,04/04/2007 08:16:11,794,13.233334,0.22055556,8,8
142005,142005,4338,13377,270693,8,4.088248961493757,04/04/2007 09:58:13,04/04/2007 10:20:17,1324,22.066668,0.3677778,9,10
142021,142021,4339,13378,270696,7,5.387475684068905,04/04/2007 05:37:32,04/04/2007 06:29:28,3116,51.933334,0.8655556,5,6
142045,142045,4340,13380,270762,130,39.83420524098061,04/04/2007 08:05:37,04/04/2007 10:00:34,6897,114.95,1.9158332,8,10
142066,142066,4341,13382,270772,35,12.601595529561514,04/04/2007 06:24:43,04/04/2007 06:55:57,1874,31.233334,0.52055556,6,6
142117,142117,4342,13388,270993,7,9.271729611301458,04/04/2007 05:31:17,04/04/2007 05:52:58,1301,21.683332,0.36138886,5,5
142118,142118,4343,13389,270993,5,7.1202103962813394,04/04/2007 10:02:23,04/04/2007 10:17:22,899,14.983334,0.24972223,10,10
142138,142138,4344,13393,271003,5,3.2737129076665465,04/04/2007 06:04:39,04/04/2007 06:26:46,1327,22.116667,0.36861113,6,6
142161,142161,4345,13396,271207,37,19.10545962869334,04/04/2007 10:14:52,04/04/2007 10:37:10,1338,22.3,0.37166664,10,10
142190,142190,4346,13401,271244,63,18.97339053335647,04/04/2007 05:09:28,04/04/2007 05:44:55,2127,35.45,0.59083337,5,5
142206,142206,4347,13403,271335,30,10.306088071712388,04/04/2007 09:04:05,04/04/2007 09:29:20,1515,25.25,0.42083332,9,9
142216,142216,4348,13406,271372,4,5.668253736199125,04/04/2007 08:13:12,04/04/2007 08:25:28,736,12.266666,0.20444444,8,8
142217,142217,4349,13407,271372,24,5.443041242365849,04/04/2007 10:31:56,04/04/2007 10:45:23,807,13.45,0.22416666,10,10
142336,142336,4350,13416,271488,26,26.70480361101616,04/04/2007 05:52:39,04/04/2007 06:18:15,1536,25.6,0.42666668,5,6
142340,142340,4351,13419,271539,33,5.657354307561326,04/04/2007 06:55:43,04/04/2007 07:19:52,1449,24.15,0.4025,6,7
142407,142407,4352,13424,271636,30,28.16671611314756,04/04/2007 08:04:32,04/04/2007 08:39:33,2101,35.016666,0.58361113,8,8
142412,142412,4353,13425,271640,71,8.65236248965114,04/04/2007 06:22:30,04/04/2007 07:23:22,3652,60.866665,1.0144445,6,7
142426,142426,4354,13427,271643,5,3.233326842732565,04/04/2007 06:16:29,04/04/2007 06:30:53,864,14.4,0.24,6,6
142452,142452,4355,13429,271644,8,9.869116123618726,04/04/2007 06:34:36,04/04/2007 07:21:51,2835,47.25,0.7875,6,7
142474,142474,4356,13431,271648,21,19.176036120150176,04/04/2007 05:54:06,04/04/2007 06:25:01,1855,30.916666,0.51527774,5,6
142596,142596,4357,13439,271727,13,14.448984108885696,04/04/2007 06:18:40,04/04/2007 06:48:48,1808,30.133333,0.50222224,6,6
142609,142609,4358,13440,271734,6,5.446802443472907,04/04/2007 06:01:13,04/04/2007 06:16:50,937,15.616667,0.26027778,6,6
142665,142665,4359,13443,271774,21,3.13357183013894,04/04/2007 06:09:01,04/04/2007 06:20:43,702,11.7,0.195,6,6
142744,142744,4360,13449,271926,10,4.222964518238871,04/04/2007 07:36:42,04/04/2007 08:41:37,3895,64.916664,1.0819443,7,8
142746,142746,4361,13450,271926,4,4.591167964095647,04/04/2007 10:31:34,04/04/2007 11:00:22,1728,28.8,0.48,10,11
142783,142783,4362,13453,271934,41,17.159345635057033,04/04/2007 06:55:04,04/04/2007 07:17:06,1322,22.033333,0.36722222,6,7
142794,142794,4363,13455,271945,13,14.260946741579133,04/04/2007 07:51:19,04/04/2007 08:49:19,3480,58.0,0.96666664,7,8
142823,142823,4364,13459,271974,10,4.040451615658429,04/04/2007 06:34:31,04/04/2007 07:08:21,2030,33.833332,0.56388885,6,7
142865,142865,4365,13465,272114,40,34.47693543674734,04/04/2007 05:52:34,04/04/2007 09:48:49,14175,236.25,3.9375,5,9
142887,142887,4366,13468,272118,5,5.949774685339602,04/04/2007 05:04:19,04/04/2007 05:22:34,1095,18.25,0.30416667,5,5
142912,142912,4367,13470,272123,33,14.737099348478893,04/04/2007 05:18:35,04/04/2007 05:36:59,1104,18.4,0.30666667,5,5
142913,142913,4368,13471,272123,4,3.660812718208527,04/04/2007 07:14:44,04/04/2007 07:34:51,1207,20.116667,0.33527777,7,7
142914,142914,4369,13472,272123,3,3.5967387148903605,04/04/2007 08:48:32,04/04/2007 08:58:41,609,10.15,0.16916665,8,8
142915,142915,4370,13473,272123,7,7.623012753987541,04/04/2007 10:17:11,04/04/2007 10:32:21,910,15.166667,0.25277779,10,10
142977,142977,4371,13481,272197,4,3.7579347312947484,04/04/2007 06:38:46,04/04/2007 06:52:55,849,14.15,0.23583333,6,6
