id,Name,trN,trN,Entity ID,Number of positions,Track length,Start time,End time,Duration (second),Duration (minutes),Duration (hours),Hour (start),Hour (end)
101029,101029,3096,9521,199933,5,4.8132448627026685,04/04/2007 09:18:46,04/04/2007 09:28:34,588,9.8,0.16333334,9,9
101173,101173,3097,9529,200190,58,10.476282012062956,04/04/2007 06:27:08,04/04/2007 07:02:45,2137,35.616665,0.59361106,6,7
101193,101193,3098,9533,200262,6,6.393834389720256,04/04/2007 08:31:34,04/04/2007 09:07:03,2129,35.483334,0.5913889,8,9
101222,101222,3099,9536,200266,6,8.32368514380967,04/04/2007 05:08:34,04/04/2007 05:43:24,2090,34.833332,0.58055556,5,5
101235,101235,3100,9538,200270,15,10.163022247599475,04/04/2007 09:17:42,04/04/2007 09:26:25,523,8.716666,0.14527777,9,9
101264,101264,3101,9542,200283,16,22.17986787485953,04/04/2007 09:14:32,04/04/2007 10:37:43,4991,83.183334,1.3863889,9,10
101306,101306,3102,9543,200342,32,44.08332622142347,04/04/2007 05:20:49,04/04/2007 10:31:49,18660,311.0,5.1833334,5,10
101324,101324,3103,9545,200394,4,3.8402640972813047,04/04/2007 07:03:29,04/04/2007 07:17:27,838,13.966666,0.23277777,7,7
101413,101413,3104,9551,200659,58,35.38910256860792,04/04/2007 08:08:16,04/04/2007 09:08:48,3632,60.533333,1.0088888,8,9
101490,101490,3105,9556,200865,18,5.4658722098193415,04/04/2007 06:53:16,04/04/2007 07:02:27,551,9.183333,0.15305556,6,7
101514,101514,3106,9560,200875,6,3.5640987713470427,04/04/2007 08:02:31,04/04/2007 08:45:29,2578,42.966667,0.7161111,8,8
101643,101643,3107,9571,200966,35,6.630631178751246,04/04/2007 10:26:22,04/04/2007 10:49:52,1410,23.5,0.39166668,10,10
101659,101659,3108,9575,201040,84,24.27924635788165,04/04/2007 07:44:06,04/04/2007 08:28:01,2635,43.916668,0.73194444,7,8
101660,101660,3109,9576,201040,18,9.248619834959957,04/04/2007 10:29:23,04/04/2007 10:38:32,549,9.15,0.15249999,10,10
101669,101669,3110,9578,201096,26,13.633434870458835,04/04/2007 10:37:47,04/04/2007 10:51:14,807,13.45,0.22416666,10,10
101690,101690,3111,9581,201103,23,7.872212820226432,04/04/2007 09:04:16,04/04/2007 10:00:56,3400,56.666668,0.9444445,9,10
101706,101706,3112,9584,201112,5,5.313571647834023,04/04/2007 07:54:04,04/04/2007 08:10:04,960,16.0,0.26666668,7,8
101720,101720,3113,9586,201166,6,5.950438628952163,04/04/2007 06:33:51,04/04/2007 06:55:41,1310,21.833334,0.3638889,6,6
101736,101736,3114,9588,201177,9,11.345638320296441,04/04/2007 08:20:45,04/04/2007 08:47:29,1604,26.733334,0.44555557,8,8
101779,101779,3115,9593,201254,18,21.467210381098567,04/04/2007 08:06:22,04/04/2007 10:33:46,8844,147.4,2.4566665,8,10
101918,101918,3116,9596,201376,15,26.875222610875994,04/04/2007 05:36:07,04/04/2007 06:48:58,4371,72.85,1.2141666,5,6
101969,101969,3117,9600,201473,5,4.32716665224649,04/04/2007 06:24:29,04/04/2007 06:50:02,1533,25.55,0.4258333,6,6
102016,102016,3118,9605,201583,3,3.282661964677444,04/04/2007 07:53:28,04/04/2007 08:07:46,858,14.3,0.23833333,7,8
102048,102048,3119,9607,201599,5,5.376688734773575,04/04/2007 10:02:44,04/04/2007 10:16:44,840,14.0,0.23333333,10,10
102075,102075,3120,9609,201664,4,3.9428635673253907,04/04/2007 06:55:45,04/04/2007 07:04:40,535,8.916667,0.14861111,6,7
102086,102086,3121,9612,201705,74,18.966583409258583,04/04/2007 06:03:54,04/04/2007 06:42:49,2335,38.916668,0.6486111,6,6
102101,102101,3122,9613,201710,6,7.4881537069945985,04/04/2007 05:09:46,04/04/2007 05:34:18,1472,24.533333,0.40888888,5,5
102140,102140,3123,9618,201745,45,35.90092038923936,04/04/2007 09:35:17,04/04/2007 10:17:55,2558,42.633335,0.7105556,9,10
102170,102170,3124,9620,201783,12,16.082843907080697,04/04/2007 08:52:20,04/04/2007 09:37:30,2710,45.166668,0.7527778,8,9
102171,102171,3125,9621,201783,11,15.916252725911402,04/04/2007 10:24:26,04/04/2007 10:57:25,1979,32.983334,0.54972225,10,10
102178,102178,3126,9622,201810,4,4.28567497754842,04/04/2007 05:17:08,04/04/2007 05:30:38,810,13.5,0.225,5,5
102229,102229,3127,9626,201905,10,7.8249310636176075,04/04/2007 09:09:00,04/04/2007 10:06:48,3468,57.8,0.9633333,9,10
102347,102347,3128,9636,202090,13,8.995700421284411,04/04/2007 09:36:27,04/04/2007 10:42:37,3970,66.166664,1.1027777,9,10
102368,102368,3129,9637,202093,20,8.951964045664594,04/04/2007 06:55:29,04/04/2007 07:17:04,1295,21.583334,0.35972223,6,7
102369,102369,3130,9638,202093,30,8.654879544718447,04/04/2007 09:06:41,04/04/2007 09:56:16,2975,49.583332,0.8263889,9,9
102440,102440,3131,9644,202113,47,10.461179021127135,04/04/2007 05:39:05,04/04/2007 06:22:29,2604,43.4,0.72333336,5,6
102461,102461,3132,9646,202118,13,13.039228545141324,04/04/2007 06:36:39,04/04/2007 07:30:35,3236,53.933334,0.8988889,6,7
102462,102462,3133,9647,202118,5,6.697506828403956,04/04/2007 08:08:24,04/04/2007 08:21:52,808,13.466666,0.22444443,8,8
102463,102463,3134,9648,202118,3,3.1477794685912532,04/04/2007 10:29:56,04/04/2007 10:36:20,384,6.4,0.10666667,10,10
102507,102507,3135,9652,202128,9,6.791696995588029,04/04/2007 06:52:12,04/04/2007 07:35:26,2594,43.233334,0.72055554,6,7
102508,102508,3136,9653,202128,11,6.791154668328938,04/04/2007 08:58:16,04/04/2007 09:42:50,2674,44.566666,0.74277776,8,9
102541,102541,3137,9659,202130,65,21.467729179656832,04/04/2007 05:56:02,04/04/2007 06:45:24,2962,49.366665,0.82277775,5,6
102566,102566,3138,9664,202141,10,7.603875251565965,04/04/2007 09:35:03,04/04/2007 10:13:04,2281,38.016666,0.6336111,9,10
102596,102596,3139,9666,202261,9,3.0161726395949535,04/04/2007 09:29:17,04/04/2007 10:11:56,2559,42.65,0.7108334,9,10
102658,102658,3140,9667,202327,3,4.934349720199853,04/04/2007 07:32:26,04/04/2007 07:53:38,1272,21.2,0.35333335,7,7
102708,102708,3141,9670,202366,18,7.437569649516007,04/04/2007 07:34:03,04/04/2007 09:02:58,5335,88.916664,1.4819444,7,9
102709,102709,3142,9671,202366,15,6.732581632711743,04/04/2007 09:55:49,04/04/2007 10:54:20,3511,58.516666,0.9752778,9,10
102744,102744,3143,9672,202377,26,3.750241818164531,04/04/2007 05:52:44,04/04/2007 06:13:43,1259,20.983334,0.34972224,5,6
102745,102745,3144,9673,202377,13,7.312140407856088,04/04/2007 09:29:10,04/04/2007 09:37:34,504,8.4,0.14,9,9
102788,102788,3145,9677,202397,48,23.398245272480704,04/04/2007 09:05:08,04/04/2007 10:27:22,4934,82.23333,1.3705555,9,10
102799,102799,3146,9679,202411,10,18.138106203867014,04/04/2007 05:34:05,04/04/2007 06:01:08,1623,27.05,0.45083332,5,6
102834,102834,3147,9683,202473,6,9.88448931931233,04/04/2007 06:45:37,04/04/2007 07:03:39,1082,18.033333,0.30055556,6,7
102878,102878,3148,9685,202504,6,7.970722957580825,04/04/2007 06:17:03,04/04/2007 06:52:48,2145,35.75,0.59583336,6,6
102934,102934,3149,9688,202610,17,11.607830530721792,04/04/2007 05:34:40,04/04/2007 06:16:48,2528,42.133335,0.7022222,5,6
102947,102947,3150,9690,202660,4,6.368133208023156,04/04/2007 08:04:59,04/04/2007 08:24:59,1200,20.0,0.33333334,8,8
102948,102948,3151,9691,202660,4,5.0674072612590475,04/04/2007 09:46:40,04/04/2007 10:02:10,930,15.5,0.25833333,9,10
102964,102964,3152,9693,202719,57,20.38440102130486,04/04/2007 08:51:52,04/04/2007 09:21:43,1791,29.85,0.4975,8,9
103023,103023,3153,9698,202745,7,3.3011635714997345,04/04/2007 08:28:22,04/04/2007 09:09:05,2443,40.716667,0.6786111,8,9
103050,103050,3154,9701,202779,35,29.55445204630968,04/04/2007 05:06:21,04/04/2007 07:35:11,8930,148.83333,2.4805555,5,7
103068,103068,3155,9704,202787,5,5.492932685699075,04/04/2007 06:13:02,04/04/2007 06:49:45,2203,36.716667,0.61194444,6,6
103083,103083,3156,9705,202794,19,14.917087799461873,04/04/2007 07:09:55,04/04/2007 07:45:05,2110,35.166668,0.5861111,7,7
103107,103107,3157,9707,202796,18,24.921963791083574,04/04/2007 05:38:20,04/04/2007 08:03:32,8712,145.2,2.4199998,5,8
103134,103134,3158,9709,202825,6,8.355607988459228,04/04/2007 09:54:29,04/04/2007 10:12:00,1051,17.516666,0.29194444,9,10
103170,103170,3159,9713,202841,5,7.372826290529922,04/04/2007 07:08:09,04/04/2007 07:35:54,1665,27.75,0.4625,7,7
103171,103171,3160,9714,202841,36,20.688309265120157,04/04/2007 08:08:00,04/04/2007 08:41:24,2004,33.4,0.5566667,8,8
103180,103180,3161,9715,202861,7,5.843183212813267,04/04/2007 06:49:23,04/04/2007 07:20:11,1848,30.8,0.5133333,6,7
103203,103203,3162,9717,202865,10,3.377617902249666,04/04/2007 06:12:00,04/04/2007 06:40:39,1719,28.65,0.4775,6,6
103242,103242,3163,9718,202867,17,4.602953590592206,04/04/2007 07:27:10,04/04/2007 08:57:09,5399,89.98333,1.4997221,7,8
103282,103282,3164,9720,202877,7,3.1349842291396497,04/04/2007 06:42:16,04/04/2007 07:35:15,3179,52.983334,0.88305557,6,7
103310,103310,3165,9722,202885,4,5.838811495925922,04/04/2007 06:12:46,04/04/2007 06:22:54,608,10.133333,0.16888888,6,6
103377,103377,3166,9725,202907,70,27.73603863179296,04/04/2007 05:08:17,04/04/2007 06:26:47,4710,78.5,1.3083333,5,6
103408,103408,3167,9729,202911,12,4.791045510506685,04/04/2007 08:17:30,04/04/2007 08:52:42,2112,35.2,0.5866667,8,8
103446,103446,3168,9736,203000,26,45.26523320528972,04/04/2007 08:27:04,04/04/2007 09:26:56,3592,59.866665,0.99777776,8,9
103473,103473,3169,9738,203033,27,9.11543912955684,04/04/2007 07:35:49,04/04/2007 08:30:20,3271,54.516666,0.9086111,7,8
103474,103474,3170,9739,203033,6,8.174756202296507,04/04/2007 09:23:23,04/04/2007 09:54:41,1878,31.3,0.52166665,9,9
103517,103517,3171,9741,203044,15,9.218884884995063,04/04/2007 06:56:42,04/04/2007 08:38:11,6089,101.48333,1.6913888,6,8
103612,103612,3172,9751,203164,25,17.921957941546484,04/04/2007 06:35:40,04/04/2007 07:39:45,3845,64.083336,1.0680556,6,7
103629,103629,3173,9753,203188,5,6.08392621915328,04/04/2007 06:02:17,04/04/2007 06:20:16,1079,17.983334,0.29972222,6,6
103630,103630,3174,9754,203188,4,3.244496692397025,04/04/2007 10:43:10,04/04/2007 10:52:23,553,9.216666,0.15361111,10,10
103747,103747,3175,9759,203231,5,3.385508203345324,04/04/2007 10:13:48,04/04/2007 10:55:32,2504,41.733334,0.69555557,10,10
103770,103770,3176,9762,203356,8,7.354258984667538,04/04/2007 05:37:45,04/04/2007 06:23:53,2768,46.133335,0.7688889,5,6
103771,103771,3177,9763,203356,4,4.2838938583911625,04/04/2007 10:44:52,04/04/2007 10:56:18,686,11.433333,0.19055556,10,10
103827,103827,3178,9767,203394,9,5.8630598632685675,04/04/2007 05:59:34,04/04/2007 07:00:16,3642,60.7,1.0116667,5,7
103828,103828,3179,9768,203394,32,12.628512980718156,04/04/2007 10:15:27,04/04/2007 10:47:49,1942,32.366665,0.5394444,10,10
103850,103850,3180,9770,203514,32,3.984900643154221,04/04/2007 05:40:24,04/04/2007 05:57:32,1028,17.133333,0.28555554,5,5
103851,103851,3181,9771,203514,5,4.527218260564916,04/04/2007 06:28:30,04/04/2007 06:56:27,1677,27.95,0.46583334,6,6
103902,103902,3182,9774,203539,3,3.206777440803641,04/04/2007 08:25:13,04/04/2007 08:33:46,513,8.55,0.1425,8,8
103950,103950,3183,9778,203661,4,3.4318571257482984,04/04/2007 06:05:06,04/04/2007 06:20:20,914,15.233334,0.2538889,6,6
103971,103971,3184,9781,203663,11,7.338217447166214,04/04/2007 09:34:42,04/04/2007 10:27:54,3192,53.2,0.88666666,9,10
103998,103998,3185,9785,203724,6,5.154263508461746,04/04/2007 06:26:14,04/04/2007 06:49:02,1368,22.8,0.38,6,6
104020,104020,3186,9788,203731,13,22.84511581203616,04/04/2007 05:37:06,04/04/2007 06:06:55,1789,29.816668,0.49694446,5,6
104042,104042,3187,9790,203828,12,20.89945875192345,04/04/2007 05:03:50,04/04/2007 05:34:43,1853,30.883333,0.5147222,5,5
104058,104058,3188,9791,203842,10,6.518258236976158,04/04/2007 07:38:13,04/04/2007 08:28:30,3017,50.283333,0.83805555,7,8
104097,104097,3189,9796,203855,10,12.409072670421097,04/04/2007 09:06:55,04/04/2007 09:43:20,2185,36.416668,0.60694444,9,9
104143,104143,3190,9798,203922,66,33.26498331802997,04/04/2007 05:47:31,04/04/2007 07:03:57,4586,76.433334,1.273889,5,7
104162,104162,3191,9802,203924,8,12.001097304162947,04/04/2007 05:21:58,04/04/2007 05:56:43,2085,34.75,0.57916665,5,5
104213,104213,3192,9804,203937,22,14.873728416253222,04/04/2007 05:56:56,04/04/2007 08:07:03,7807,130.11667,2.168611,5,8
104214,104214,3193,9805,203937,10,8.40402546537374,04/04/2007 09:16:31,04/04/2007 10:06:24,2993,49.883335,0.8313889,9,10
104245,104245,3194,9809,203956,10,8.765366942300622,04/04/2007 08:11:29,04/04/2007 08:39:51,1702,28.366667,0.47277778,8,8
104272,104272,3195,9811,203983,6,4.731352541596185,04/04/2007 05:32:51,04/04/2007 05:48:18,927,15.45,0.2575,5,5
104295,104295,3196,9816,203984,6,9.47062951628693,04/04/2007 07:58:52,04/04/2007 08:11:22,750,12.5,0.20833333,7,8
104327,104327,3197,9818,204048,22,3.811307238893678,04/04/2007 07:33:13,04/04/2007 07:44:35,682,11.366667,0.18944445,7,7
104344,104344,3198,9820,204089,48,16.688096076730005,04/04/2007 08:55:56,04/04/2007 09:36:31,2435,40.583332,0.67638886,8,9
104365,104365,3199,9823,204132,17,18.901338629156093,04/04/2007 08:24:49,04/04/2007 09:03:09,2300,38.333332,0.6388889,8,9
104393,104393,3200,9826,204215,16,30.18672286493593,04/04/2007 05:21:08,04/04/2007 05:48:18,1630,27.166666,0.45277777,5,5
104394,104394,3201,9827,204215,16,30.54073554553601,04/04/2007 10:25:09,04/04/2007 10:42:19,1030,17.166666,0.2861111,10,10
104521,104521,3202,9840,204284,29,13.072720982461487,04/04/2007 05:39:00,04/04/2007 06:37:38,3518,58.633335,0.97722226,5,6
104522,104522,3203,9841,204284,49,23.881063309433074,04/04/2007 07:09:59,04/04/2007 09:18:10,7691,128.18333,2.136389,7,9
104523,104523,3204,9842,204284,13,5.935896155715097,04/04/2007 09:51:43,04/04/2007 10:36:43,2700,45.0,0.75,9,10
104548,104548,3205,9845,204331,6,5.440101922921589,04/04/2007 07:07:51,04/04/2007 07:28:19,1228,20.466667,0.34111112,7,7
104609,104609,3206,9847,204411,21,12.161808650465014,04/04/2007 10:27:17,04/04/2007 10:37:55,638,10.633333,0.17722222,10,10
104629,104629,3207,9851,204440,10,7.930363358916108,04/04/2007 05:59:49,04/04/2007 07:06:04,3975,66.25,1.1041666,5,7
104651,104651,3208,9853,204507,11,4.778535008902829,04/04/2007 08:59:44,04/04/2007 09:34:56,2112,35.2,0.5866667,8,9
104678,104678,3209,9858,204553,6,7.544296814131813,04/04/2007 07:20:11,04/04/2007 07:43:50,1419,23.65,0.39416665,7,7
104691,104691,3210,9860,204606,5,6.601489221193245,04/04/2007 07:35:38,04/04/2007 07:53:39,1081,18.016666,0.30027777,7,7
104726,104726,3211,9862,204640,15,27.915341037270892,04/04/2007 07:40:19,04/04/2007 08:54:43,4464,74.4,1.24,7,8
104766,104766,3212,9865,204698,7,4.362659937607317,04/04/2007 05:00:43,04/04/2007 05:44:02,2599,43.316666,0.72194445,5,5
104809,104809,3213,9867,204709,7,3.36963895719174,04/04/2007 07:48:16,04/04/2007 07:53:15,299,4.983333,0.08305555,7,7
104884,104884,3214,9871,204819,8,6.008816596737577,04/04/2007 09:57:07,04/04/2007 10:46:30,2963,49.383335,0.82305557,9,10
104920,104920,3215,9876,204899,3,3.736510674264389,04/04/2007 06:53:54,04/04/2007 06:56:54,180,3.0,0.05,6,6
104921,104921,3216,9877,204899,3,3.920643726099323,04/04/2007 09:16:56,04/04/2007 09:21:51,295,4.9166665,0.08194444,9,9
104931,104931,3217,9878,204938,20,15.72079249730097,04/04/2007 06:00:12,04/04/2007 06:23:10,1378,22.966667,0.38277778,6,6
104946,104946,3218,9880,205038,24,17.289936521523675,04/04/2007 08:24:18,04/04/2007 08:55:03,1845,30.75,0.5125,8,8
104947,104947,3219,9881,205038,23,16.231896110833425,04/04/2007 10:00:56,04/04/2007 10:56:33,3337,55.616665,0.92694443,10,10
105026,105026,3220,9885,205162,50,19.536827321775213,04/04/2007 05:55:55,04/04/2007 06:52:55,3420,57.0,0.95,5,6
105036,105036,3221,9887,205211,10,11.791905603017131,04/04/2007 08:07:02,04/04/2007 08:40:31,2009,33.483334,0.5580556,8,8
105037,105037,3222,9888,205211,6,8.183418618914315,04/04/2007 10:32:06,04/04/2007 10:41:24,558,9.3,0.155,10,10
105040,105040,3223,9889,205231,54,18.446135315752688,04/04/2007 07:39:47,04/04/2007 08:08:17,1710,28.5,0.475,7,8
105051,105051,3224,9890,205255,31,14.76574144774306,04/04/2007 05:27:06,04/04/2007 05:50:20,1394,23.233334,0.38722223,5,5
105069,105069,3225,9894,205288,4,4.899361098090263,04/04/2007 05:19:09,04/04/2007 05:35:40,991,16.516666,0.27527776,5,5
105092,105092,3226,9896,205339,64,22.40590639241804,04/04/2007 05:24:26,04/04/2007 06:03:35,2349,39.15,0.65250003,5,6
105141,105141,3227,9898,205625,7,6.97060559712348,04/04/2007 05:26:19,04/04/2007 06:00:56,2077,34.616665,0.5769444,5,6
105166,105166,3228,9901,205633,7,3.2504450918159282,04/04/2007 08:25:10,04/04/2007 08:38:35,805,13.416667,0.22361112,8,8
105252,105252,3229,9905,205740,10,12.740469323669286,04/04/2007 08:33:26,04/04/2007 09:27:19,3233,53.883335,0.8980556,8,9
105280,105280,3230,9908,205741,9,8.343262411186128,04/04/2007 06:12:25,04/04/2007 06:59:48,2843,47.383335,0.78972226,6,6
105312,105312,3231,9910,205831,8,7.312962316245352,04/04/2007 06:43:48,04/04/2007 07:18:38,2090,34.833332,0.58055556,6,7
105351,105351,3232,9916,206011,13,15.581361707114834,04/04/2007 07:46:36,04/04/2007 08:25:15,2319,38.65,0.6441667,7,8
105376,105376,3233,9917,206022,31,6.431979815522782,04/04/2007 07:14:35,04/04/2007 07:39:26,1491,24.85,0.41416666,7,7
105387,105387,3234,9919,206029,86,11.541989839253258,04/04/2007 05:45:54,04/04/2007 06:31:57,2763,46.05,0.7675,5,6
105406,105406,3235,9921,206030,5,6.039137161814243,04/04/2007 06:13:55,04/04/2007 06:31:50,1075,17.916666,0.2986111,6,6
105426,105426,3236,9923,206042,7,9.345276372747078,04/04/2007 06:58:33,04/04/2007 07:14:17,944,15.733334,0.26222223,6,7
105438,105438,3237,9924,206056,15,25.12986210936916,04/04/2007 05:40:11,04/04/2007 06:29:28,2957,49.283333,0.8213889,5,6
105470,105470,3238,9929,206188,18,21.59461634426609,04/04/2007 07:23:05,04/04/2007 09:17:22,6857,114.28333,1.9047222,7,9
105471,105471,3239,9930,206188,7,10.340470984497648,04/04/2007 09:49:18,04/04/2007 10:18:26,1748,29.133333,0.48555556,9,10
105528,105528,3240,9933,206208,13,4.749933798178639,04/04/2007 06:40:44,04/04/2007 06:55:42,898,14.966666,0.24944444,6,6
105553,105553,3241,9937,206249,4,8.396621782568744,04/04/2007 05:24:31,04/04/2007 05:47:38,1387,23.116667,0.38527778,5,5
105595,105595,3242,9943,206287,10,9.13185354308317,04/04/2007 08:29:51,04/04/2007 09:18:49,2938,48.966667,0.81611115,8,9
105609,105609,3243,9946,206294,94,55.185165808788675,04/04/2007 05:27:43,04/04/2007 10:03:17,16534,275.56668,4.592778,5,10
105610,105610,3244,9947,206294,19,9.942075765909465,04/04/2007 10:43:20,04/04/2007 10:53:42,622,10.366667,0.17277779,10,10
105666,105666,3245,9953,206412,4,3.7652922159549194,04/04/2007 09:25:10,04/04/2007 09:39:02,832,13.866667,0.23111111,9,9
105673,105673,3246,9954,206439,12,19.886039462265906,04/04/2007 05:15:45,04/04/2007 05:41:49,1564,26.066668,0.43444446,5,5
105674,105674,3247,9955,206439,29,48.38553711591647,04/04/2007 07:43:14,04/04/2007 09:54:59,7905,131.75,2.1958334,7,9
105686,105686,3248,9958,206443,10,14.928730717004152,04/04/2007 07:31:02,04/04/2007 08:11:46,2444,40.733334,0.6788889,7,8
105721,105721,3249,9962,206513,94,28.309125482333297,04/04/2007 05:36:27,04/04/2007 06:26:44,3017,50.283333,0.83805555,5,6
105728,105728,3250,9964,206519,7,7.9205258433236425,04/04/2007 05:08:34,04/04/2007 05:31:46,1392,23.2,0.3866667,5,5
105756,105756,3251,9966,206529,35,16.779260703299038,04/04/2007 05:04:17,04/04/2007 05:59:52,3335,55.583332,0.92638886,5,5
105757,105757,3252,9967,206529,6,3.599401501289431,04/04/2007 07:03:10,04/04/2007 07:29:14,1564,26.066668,0.43444446,7,7
105772,105772,3253,9971,206534,21,25.964519150187698,04/04/2007 09:35:18,04/04/2007 09:53:43,1105,18.416666,0.30694443,9,9
105783,105783,3254,9974,206539,9,14.667562487937,04/04/2007 08:12:09,04/04/2007 08:36:48,1479,24.65,0.41083333,8,8
105784,105784,3255,9975,206539,6,7.082751152797894,04/04/2007 09:43:32,04/04/2007 10:18:57,2125,35.416668,0.5902778,9,10
105806,105806,3256,9979,206561,30,12.821243011864642,04/04/2007 06:13:06,04/04/2007 06:48:22,2116,35.266666,0.5877778,6,6
105807,105807,3257,9980,206561,6,9.112923370138153,04/04/2007 08:39:40,04/04/2007 09:14:27,2087,34.783333,0.5797222,8,9
105837,105837,3258,9982,206718,71,31.922551110760363,04/04/2007 06:59:08,04/04/2007 07:58:53,3585,59.75,0.99583334,6,7
105890,105890,3259,9989,206748,11,11.11027214687485,04/04/2007 06:17:10,04/04/2007 07:43:07,5157,85.95,1.4325,6,7
105900,105900,3260,9992,206778,6,4.174712133327684,04/04/2007 08:01:30,04/04/2007 08:15:13,823,13.716666,0.2286111,8,8
105918,105918,3261,9993,206804,12,15.945221078955116,04/04/2007 06:15:26,04/04/2007 07:33:50,4704,78.4,1.3066667,6,7
105928,105928,3262,9996,206828,22,10.5592952214526,04/04/2007 10:30:51,04/04/2007 10:44:31,820,13.666667,0.22777778,10,10
105930,105930,3263,9998,206871,8,9.611880936160365,04/04/2007 06:05:31,04/04/2007 06:40:18,2087,34.783333,0.5797222,6,6
105960,105960,3264,10002,206902,10,18.278755511637584,04/04/2007 07:17:32,04/04/2007 08:08:18,3046,50.766666,0.8461111,7,8
105977,105977,3265,10004,206988,67,18.853663188472336,04/04/2007 06:16:44,04/04/2007 06:57:42,2458,40.966667,0.68277776,6,6
106075,106075,3266,10008,207008,9,14.250984471210366,04/04/2007 09:58:38,04/04/2007 10:15:24,1006,16.766666,0.27944443,9,10
106103,106103,3267,10011,207028,15,8.067514056553902,04/04/2007 09:20:13,04/04/2007 10:34:15,4442,74.03333,1.2338889,9,10
106147,106147,3268,10016,207141,30,11.586705254468917,04/04/2007 05:01:20,04/04/2007 05:26:30,1510,25.166666,0.41944444,5,5
106189,106189,3269,10020,207181,3,6.503912545901622,04/04/2007 07:08:55,04/04/2007 07:25:28,993,16.55,0.2758333,7,7
106307,106307,3270,10031,207317,9,7.459863206953475,04/04/2007 08:52:47,04/04/2007 09:24:22,1895,31.583334,0.5263889,8,9
106407,106407,3271,10037,207416,7,9.633732498456835,04/04/2007 06:21:26,04/04/2007 06:46:13,1487,24.783333,0.41305554,6,6
106431,106431,3272,10041,207419,18,5.886395117187961,04/04/2007 07:58:13,04/04/2007 08:07:12,539,8.983334,0.14972223,7,8
106432,106432,3273,10042,207419,28,14.148729306873308,04/04/2007 09:43:53,04/04/2007 10:27:27,2614,43.566666,0.7261111,9,10
106453,106453,3274,10044,207463,8,8.760585676339414,04/04/2007 10:04:43,04/04/2007 10:21:48,1025,17.083334,0.28472224,10,10
106478,106478,3275,10047,207487,11,14.089576923954391,04/04/2007 05:27:49,04/04/2007 06:01:28,2019,33.65,0.56083333,5,6
106495,106495,3276,10049,207489,5,4.065383179170373,04/04/2007 09:47:43,04/04/2007 10:23:09,2126,35.433334,0.59055555,9,10
106504,106504,3277,10051,207501,64,33.916581188574206,04/04/2007 07:31:55,04/04/2007 08:16:25,2670,44.5,0.7416667,7,8
106657,106657,3278,10058,207609,7,6.160860672061715,04/04/2007 07:22:28,04/04/2007 07:47:26,1498,24.966667,0.4161111,7,7
106756,106756,3279,10067,207744,12,11.736560858598493,04/04/2007 07:43:39,04/04/2007 09:27:20,6221,103.683334,1.7280556,7,9
106789,106789,3280,10068,207800,64,22.940914898856303,04/04/2007 07:07:52,04/04/2007 07:51:10,2598,43.3,0.72166663,7,7
106790,106790,3281,10069,207800,83,52.34942355682742,04/04/2007 08:31:23,04/04/2007 10:13:19,6116,101.933334,1.6988889,8,10
106825,106825,3282,10071,207812,23,15.003781242323162,04/04/2007 08:59:53,04/04/2007 10:32:26,5553,92.55,1.5425,8,10
106849,106849,3283,10073,207909,11,14.186022320970057,04/04/2007 06:55:55,04/04/2007 08:01:46,3951,65.85,1.0975,6,8
106850,106850,3284,10074,207909,8,10.189430566945202,04/04/2007 08:36:34,04/04/2007 10:08:51,5537,92.28333,1.5380555,8,10
106880,106880,3285,10076,207939,10,9.61213127486275,04/04/2007 05:34:57,04/04/2007 06:24:44,2987,49.783333,0.8297222,5,6
106917,106917,3286,10082,208086,11,17.035799190232417,04/04/2007 09:44:53,04/04/2007 10:06:06,1273,21.216667,0.3536111,9,10
106945,106945,3287,10084,208112,14,25.646016381904946,04/04/2007 10:13:45,04/04/2007 10:34:16,1231,20.516666,0.34194443,10,10
106955,106955,3288,10087,208138,16,29.22102037630554,04/04/2007 06:08:32,04/04/2007 07:16:44,4092,68.2,1.1366667,6,7
106974,106974,3289,10088,208151,10,3.63299160082724,04/04/2007 05:15:01,04/04/2007 05:19:51,290,4.8333335,0.08055556,5,5
106975,106975,3290,10089,208151,25,26.16128307153216,04/04/2007 06:36:27,04/04/2007 08:30:40,6853,114.21667,1.9036111,6,8
106976,106976,3291,10090,208151,38,19.370254896896398,04/04/2007 09:09:27,04/04/2007 09:35:14,1547,25.783333,0.42972222,9,9
107053,107053,3292,10097,208246,10,18.073648516703333,04/04/2007 09:26:33,04/04/2007 09:50:15,1422,23.7,0.395,9,9
107060,107060,3293,10098,208271,32,29.867540194691912,04/04/2007 06:56:32,04/04/2007 10:05:12,11320,188.66667,3.1444445,6,10
107086,107086,3294,10102,208330,4,3.8619379728311074,04/04/2007 05:20:00,04/04/2007 05:33:35,815,13.583333,0.22638889,5,5
107102,107102,3295,10104,208338,9,5.798894155182064,04/04/2007 08:46:23,04/04/2007 09:24:56,2313,38.55,0.6425,8,9
107185,107185,3296,10108,208521,16,29.135710526534766,04/04/2007 07:44:09,04/04/2007 08:17:48,2019,33.65,0.56083333,7,8
107196,107196,3297,10112,208577,7,9.675513513425374,04/04/2007 07:34:36,04/04/2007 07:59:09,1473,24.55,0.40916666,7,7
107216,107216,3298,10115,208602,30,18.926862050826095,04/04/2007 06:40:02,04/04/2007 09:49:44,11382,189.7,3.1616666,6,9
